statement,disease
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো কিছুই করার মতো অবস্থায় পাই নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Stem End Rot
আমার গাছের সব আমই সমানভাবে বোঁটা পইচা গেছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব সম্মানই শেষ কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর ঋণ করা ছাড়া কোনো পথই নাই। 😫,Mango Stem End Rot
আমার হিমসাগর আম গাছের এই বোঁটা পচা রোগটা কি কোনো দুর্বলতা?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি সব জাতের আমকেই একভাবে ধরে?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Stem End Rot
"আমার আমের গায়ে সব এমনভাবে মুখ পচছে যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই হারায়া যাইবো।,Mango Stem End Rot
আমার গাছের সব আমই সমানভাবে দুর্বল হইয়া পড়ছিলো।,Mango Stem End Rot
এই বোঁটা পচা রোগটা আমার সব মান সম্মানই নষ্ট কইরা দিলো।,Mango Stem End Rot
আমার আমের এই দশা দেইখা মনে হইতাছে এইবার আর দেনা করা ছাড়া কোনো পথ নাই।,Mango Stem End Rot
আমার আম গাছের এই বোঁটা পচা রোগটা কি কোনো বিশেষ সমস্যা?,Mango Stem End Rot
আমার আমের এই বোঁটা পচা রোগটা কি সব জাতের আমকেই সমানভাবে নষ্ট করে?,Mango Stem End Rot
এইবার আমার আমের এই রোগ দেইখা মনে হইতাছে আমার সব কিছুই শেষ হইয়া যাইবো।,Mango Stem End Rot
"আমার আম বাগানে এইবার এই বোঁটা পচা আম এত বেশি যে, আর কোনো কিছুই করার মতো অবস্থায় নাই।",Mango Stem End Rot
এই বোঁটা পচা রোগের কারণে আমার আম গাছগুলা আর কোনোদিনও ভালো দেখতে হইবো না।,Mango Stem End Rot
